id,tournament_id,team_a_id,team_b_id,winner_id,played_at,created_by
372fb677-724f-4b66-99c0-376b0a112f0e,1267cf08-1d83-4e6a-8196-700ba2083aec,33aec33e-2122-401e-9925-9153ed8603ac,2181449a-2540-43ce-acba-f858c51e01c9,2181449a-2540-43ce-acba-f858c51e01c9,2026-05-17 01:46:01.777428+00:00,association2
9675c808-d220-4400-ac79-e44c892deb9a,1d24d530-a316-4fb8-8288-a4e1765ec2cb,fdc00732-e8d9-4bef-8057-6d6b48e36611,8e4d6f80-6bb9-479f-99c8-9cb10443a34d,8e4d6f80-6bb9-479f-99c8-9cb10443a34d,2026-05-16 23:03:31.172107+00:00,association4
5ecced43-d7b7-4dac-a468-7e70717079cd,416c0c55-52a8-4b33-927e-d062590df5f5,24ac92ec-b832-4645-8173-bae1ea64b975,9b96fc6b-9001-4c80-b3c2-af7eae1804dc,9b96fc6b-9001-4c80-b3c2-af7eae1804dc,2026-05-16 21:43:15.802940+00:00,association3
e7e811f8-b1eb-4583-b0b0-fd049159f082,cf2077b4-7bcf-498b-bef2-bf78e1146e86,b1b9cb53-06d4-4687-b7a5-296bc583ba25,144856e0-197b-4c5e-9abd-b683dcbc4b52,144856e0-197b-4c5e-9abd-b683dcbc4b52,2026-05-16 20:56:22.738958+00:00,association4
f04f67d0-e257-44d0-8644-1f1a551ccc3b,7df1533e-2449-4c43-b8b5-e746b3de6a7f,2eb273c3-e507-45fb-a228-049a216ec070,fdc00732-e8d9-4bef-8057-6d6b48e36611,fdc00732-e8d9-4bef-8057-6d6b48e36611,2026-05-16 18:43:27.617759+00:00,association1
bdb4192f-0e45-4acc-9669-7199bb776a20,749c5466-fb05-4fc1-b034-d3a599e67999,11f32a4b-fba7-4b17-8e99-13f4f5522b5f,0d28478f-29fb-49a7-b63b-4162a100a45d,11f32a4b-fba7-4b17-8e99-13f4f5522b5f,2026-05-16 17:55:35.193136+00:00,association4
38869fe0-607d-4279-86ef-f6e0aef6d740,3551df76-4cc1-4f5a-8f07-426358f44f15,f4dae623-b041-4761-bf64-b3ac773303c0,e73c02e9-f2df-4fb4-a7d1-56b2361c2bc9,e73c02e9-f2df-4fb4-a7d1-56b2361c2bc9,2026-05-16 17:40:12.116903+00:00,association5
cfe061ab-3f32-4f1c-8824-c283ff2b7396,545293d5-ab61-4500-b345-a953f0608165,bbcce00a-df6c-4a25-b675-ce2e62237d35,f4dae623-b041-4761-bf64-b3ac773303c0,f4dae623-b041-4761-bf64-b3ac773303c0,2026-05-16 17:31:58.295403+00:00,association2
dfb7b371-4d4e-4e29-9a05-ea999829f77f,9382affe-fc79-4da5-b088-3cacd480f846,36e8168f-a256-4cb3-87fa-1c6c07338e1a,b1b9cb53-06d4-4687-b7a5-296bc583ba25,36e8168f-a256-4cb3-87fa-1c6c07338e1a,2026-05-16 16:08:02.753742+00:00,association1
223e4a0b-3017-40f3-a738-75422c60229c,416c0c55-52a8-4b33-927e-d062590df5f5,96a88bfb-cf40-4a96-929e-5312641eff73,fdc00732-e8d9-4bef-8057-6d6b48e36611,96a88bfb-cf40-4a96-929e-5312641eff73,2026-05-16 15:22:14.194444+00:00,association2
dc044008-6c67-4663-9a7a-3e64ad4d8928,3bfff3c6-0e1d-4b4d-8101-c487d46c4a56,11f32a4b-fba7-4b17-8e99-13f4f5522b5f,2181449a-2540-43ce-acba-f858c51e01c9,2181449a-2540-43ce-acba-f858c51e01c9,2026-05-16 14:54:52.402546+00:00,association1
aab2f70d-0e28-47df-8538-8d5b80cac3b8,27995c20-dfa6-490c-9d94-23fb2d7f743b,2c2979b1-b854-4637-8c0d-30d24fd0181c,1da91d2a-8de5-4d89-be81-d66e3787bdce,2c2979b1-b854-4637-8c0d-30d24fd0181c,2026-05-16 14:52:51.011787+00:00,association1
806de5d0-748f-4a0b-8d69-f33f5adb8bfb,43b1e808-abdc-45dd-8321-9332a5fdd36a,c74557dc-ed4f-4e7a-812a-7c107a362480,7f0acc8a-05c0-45ec-ad47-648f896c9686,c74557dc-ed4f-4e7a-812a-7c107a362480,2026-05-16 14:13:34.691839+00:00,association1
9943cb77-38f9-4f0a-af7a-b3c7eb715fb6,a3a5b7e5-ba64-43e2-8474-62030189fc0f,18fc63d9-69ff-4493-980b-09c00d0428bb,2181449a-2540-43ce-acba-f858c51e01c9,2181449a-2540-43ce-acba-f858c51e01c9,2026-05-16 13:30:22.911533+00:00,association3
a05804a6-57fe-4eae-ac0a-860c22ffbd78,96517a64-bc9a-439e-9acb-1dfdeae17684,2c2979b1-b854-4637-8c0d-30d24fd0181c,7087f3d5-6bd6-455f-ba25-8f81ed957a0d,2c2979b1-b854-4637-8c0d-30d24fd0181c,2026-05-16 12:31:59.440738+00:00,association5
78a26acb-57bd-4175-ae62-b4d9856bd634,038e937d-6186-4727-a7b7-3750aa2cf5d3,da78646e-5fc4-42ad-8275-213f84ad8b50,7087f3d5-6bd6-455f-ba25-8f81ed957a0d,da78646e-5fc4-42ad-8275-213f84ad8b50,2026-05-16 11:37:30.368853+00:00,association4
4860d40a-a5a8-4ca4-b2ed-a25127dbd7b4,5fe9a6c8-d4a9-4272-ae5b-a8251dab5e48,36e8168f-a256-4cb3-87fa-1c6c07338e1a,e6f884cb-1280-4e30-9ac1-9ff857fea9b5,e6f884cb-1280-4e30-9ac1-9ff857fea9b5,2026-05-16 11:19:59.624488+00:00,association1
e55048f3-7a2b-492a-a3fb-ea4fb45ce8ac,e142b936-48fa-4cee-9887-3f5a24c88588,a36aed05-bd0f-4ac9-bf39-10f887426b6a,f714caea-db9c-47a0-a5a1-d52d10b6a985,f714caea-db9c-47a0-a5a1-d52d10b6a985,2026-05-16 10:48:37.734824+00:00,association4
0ba8ae88-7b64-4864-ad17-e1c34e6493bb,18aad672-8ff3-4824-b9c2-67a3ba1bd54d,e73c02e9-f2df-4fb4-a7d1-56b2361c2bc9,d8401d8d-4758-475c-8b17-6fb5c813f152,d8401d8d-4758-475c-8b17-6fb5c813f152,2026-05-16 09:06:55.769087+00:00,association2
35132805-9be7-4d91-a89a-a8084f9f9579,2c1a75bf-6063-42c1-8bf3-82a1f32ed502,99f273eb-148e-4fdc-bf4f-6e29cc6754aa,b1b9cb53-06d4-4687-b7a5-296bc583ba25,b1b9cb53-06d4-4687-b7a5-296bc583ba25,2026-05-16 08:53:48.817701+00:00,association3
426f4e9d-7f59-42d4-ba74-7f89512e7b7b,d2da08f5-ee5b-4b03-b55a-fe1b791df519,fe706556-f68e-46c9-83f4-ed2932336cde,1dd9104c-5bb0-4b97-88b2-b495dcb7b688,1dd9104c-5bb0-4b97-88b2-b495dcb7b688,2026-05-16 08:52:15.035953+00:00,association3
d7facb83-2e0d-4a2a-be87-b1a13f3e686c,96517a64-bc9a-439e-9acb-1dfdeae17684,c74557dc-ed4f-4e7a-812a-7c107a362480,e005a0f7-ba20-4dbc-a702-f0165c298a13,c74557dc-ed4f-4e7a-812a-7c107a362480,2026-05-16 07:35:07.322854+00:00,association2
11fb2ce0-aef2-44cd-a925-26af3425e8c1,a8229404-d5c1-4736-865e-d96539cb9b72,5ca3d175-5fdf-4083-86e2-81c55c0bf18f,d9bf099d-3fcb-4b1c-a694-d6982690c5f2,d9bf099d-3fcb-4b1c-a694-d6982690c5f2,2026-05-16 06:55:37.110123+00:00,association3
48ae6955-68b2-4546-a8c5-0304d806ace2,a4d59eb3-1bd7-4e54-aafc-cdb371164bc2,f714caea-db9c-47a0-a5a1-d52d10b6a985,61ef2d4d-8c67-4a70-a0ea-847d24017440,f714caea-db9c-47a0-a5a1-d52d10b6a985,2026-05-16 06:11:00.639473+00:00,association4
98e46680-6f9c-4889-9e84-23770d4613e8,cf2077b4-7bcf-498b-bef2-bf78e1146e86,144856e0-197b-4c5e-9abd-b683dcbc4b52,0d28478f-29fb-49a7-b63b-4162a100a45d,0d28478f-29fb-49a7-b63b-4162a100a45d,2026-05-16 06:03:22.747696+00:00,association2
7188572a-78d5-4ac7-8d37-697705197cc3,3f2a87f6-f86f-404e-a1cc-d3da6267df54,1a249365-b0be-43f6-990b-6625bd7abbcd,56ce837a-74d5-4d08-b92e-194800760aee,56ce837a-74d5-4d08-b92e-194800760aee,2026-05-16 05:33:29.529768+00:00,association4
261eb245-e9a7-44dc-9122-a77b9b4a19dc,7844b17b-5c3c-4b60-9ee1-82f1f1bce7b4,f714caea-db9c-47a0-a5a1-d52d10b6a985,9db5a136-77e1-4d93-bf2c-7a769f0fc801,9db5a136-77e1-4d93-bf2c-7a769f0fc801,2026-05-16 04:28:02.549770+00:00,association4
acd2368d-c701-4b4c-868e-1b5bd0c8c16f,854317ca-f468-4f0c-8b92-980c605a2c08,f714caea-db9c-47a0-a5a1-d52d10b6a985,eb3f36ff-01b2-4579-93d5-c82424c676c5,eb3f36ff-01b2-4579-93d5-c82424c676c5,2026-05-16 02:34:24.842282+00:00,association4
07da2868-041e-4ac1-b01d-282b47b1016d,cf2077b4-7bcf-498b-bef2-bf78e1146e86,99f273eb-148e-4fdc-bf4f-6e29cc6754aa,0d73a97f-e69d-4b99-a309-8d5c5c2d7ae7,99f273eb-148e-4fdc-bf4f-6e29cc6754aa,2026-05-16 02:08:35.792430+00:00,association3
f8e63f81-3c0e-46b4-9244-f562617cdcca,af269280-838f-41ee-96a2-052bac2b78c1,5a9eeaa6-f210-4808-8da6-356ee3b2c2ed,da78646e-5fc4-42ad-8275-213f84ad8b50,5a9eeaa6-f210-4808-8da6-356ee3b2c2ed,2026-05-16 00:55:13.376521+00:00,association3
c9664569-c7c2-43a9-a8b3-aeb1d36b0239,9382affe-fc79-4da5-b088-3cacd480f846,e6f884cb-1280-4e30-9ac1-9ff857fea9b5,faa60c79-be2c-4716-aecd-f44fe751893f,e6f884cb-1280-4e30-9ac1-9ff857fea9b5,2026-05-16 00:09:10.256040+00:00,association5
91d86555-673d-4be0-afdf-c1257e7d0cb6,c271a6b8-b649-42c1-b134-22856bf28226,f923e8ac-105d-4585-85e1-2c29503f00c4,144856e0-197b-4c5e-9abd-b683dcbc4b52,f923e8ac-105d-4585-85e1-2c29503f00c4,2026-05-15 23:59:48.740547+00:00,association3
0213d3a4-22a0-4171-a86a-af99c0a1cc8e,8ab74358-7952-46bc-996c-862d341f3fdc,144856e0-197b-4c5e-9abd-b683dcbc4b52,e73c02e9-f2df-4fb4-a7d1-56b2361c2bc9,e73c02e9-f2df-4fb4-a7d1-56b2361c2bc9,2026-05-15 23:58:17.318260+00:00,association3
3b02f520-f5cd-4ce9-83b3-cf617cdbe65f,c1726a29-f8ab-4f9c-a863-dd18e13ff074,eb3f36ff-01b2-4579-93d5-c82424c676c5,18fc63d9-69ff-4493-980b-09c00d0428bb,eb3f36ff-01b2-4579-93d5-c82424c676c5,2026-05-15 23:00:37.005725+00:00,association3
6592073c-4332-4bcf-a1fa-1561891de374,2c1a75bf-6063-42c1-8bf3-82a1f32ed502,d9bf099d-3fcb-4b1c-a694-d6982690c5f2,eb3f36ff-01b2-4579-93d5-c82424c676c5,eb3f36ff-01b2-4579-93d5-c82424c676c5,2026-05-15 22:09:25.939438+00:00,association5
e85c6a95-c920-4a0b-8457-4d85d78ff870,708ce11d-ba26-4856-8853-24072f87420c,33aec33e-2122-401e-9925-9153ed8603ac,1da91d2a-8de5-4d89-be81-d66e3787bdce,33aec33e-2122-401e-9925-9153ed8603ac,2026-05-15 20:54:06.614640+00:00,association2
25e56ff6-7606-451b-a5c1-c93e23b83188,708ce11d-ba26-4856-8853-24072f87420c,2c2979b1-b854-4637-8c0d-30d24fd0181c,2181449a-2540-43ce-acba-f858c51e01c9,2181449a-2540-43ce-acba-f858c51e01c9,2026-05-15 20:51:27.337213+00:00,association1
a74ca805-a698-4598-b627-5d5b319330ab,ac5b36e8-7724-4d66-9799-f40dedf1ae15,f923e8ac-105d-4585-85e1-2c29503f00c4,faa60c79-be2c-4716-aecd-f44fe751893f,faa60c79-be2c-4716-aecd-f44fe751893f,2026-05-15 20:46:41.868065+00:00,association4
116381c1-8a6d-4f2f-86e3-5907868a012b,a3a5b7e5-ba64-43e2-8474-62030189fc0f,f4dae623-b041-4761-bf64-b3ac773303c0,6a454829-906b-4658-a3c3-a5e55dba7a0d,6a454829-906b-4658-a3c3-a5e55dba7a0d,2026-05-15 20:18:58.488173+00:00,association3
159d5dd7-0422-4db8-9f68-3b586b6ba83b,f5fa1235-70e5-4de8-b192-87278be638c5,3aa2dee8-6c5d-4582-aa66-54e643cf25de,45a53aa7-671b-4ce2-860e-5969ee44cffd,3aa2dee8-6c5d-4582-aa66-54e643cf25de,2026-05-15 19:45:43.963993+00:00,association5
26c12e20-be18-4657-86c1-53d9f6a97186,64c5d37b-2a5b-48d6-94bc-b7afb0e898c5,7087f3d5-6bd6-455f-ba25-8f81ed957a0d,bbcce00a-df6c-4a25-b675-ce2e62237d35,bbcce00a-df6c-4a25-b675-ce2e62237d35,2026-05-15 19:17:50.226716+00:00,association2
a3e483e0-f3ef-45dd-8040-1a3ea71ddbc0,2c1a75bf-6063-42c1-8bf3-82a1f32ed502,a36aed05-bd0f-4ac9-bf39-10f887426b6a,1dd9104c-5bb0-4b97-88b2-b495dcb7b688,a36aed05-bd0f-4ac9-bf39-10f887426b6a,2026-05-15 18:51:35.844514+00:00,association3
1111bb97-c749-47d8-83b3-32b3b20b75b2,d3304f02-de14-416b-a596-3d37c1a4115d,d9bf099d-3fcb-4b1c-a694-d6982690c5f2,1dd9104c-5bb0-4b97-88b2-b495dcb7b688,d9bf099d-3fcb-4b1c-a694-d6982690c5f2,2026-05-15 17:42:21.649061+00:00,association2
3a4e81c4-39a8-4e9c-8cc9-06d1f86fea30,36e14e52-f841-4f7c-b3de-4995db6980a4,56ce837a-74d5-4d08-b92e-194800760aee,45a53aa7-671b-4ce2-860e-5969ee44cffd,56ce837a-74d5-4d08-b92e-194800760aee,2026-05-15 17:41:08.035278+00:00,association2
5a78ca91-19d1-4efb-8497-b59d4b5df144,131478aa-c8e2-4284-b299-888d51a1c40c,7f0acc8a-05c0-45ec-ad47-648f896c9686,c041e8dd-3184-4ffd-822c-c01d2585e27b,c041e8dd-3184-4ffd-822c-c01d2585e27b,2026-05-15 17:18:02.047652+00:00,association2
453aa1d4-7446-487f-a1b8-3839b0bb2033,b15849b0-a8b3-4861-94a7-d683f610d7aa,30791708-0b9a-4550-be6c-b3e151659eda,5ca3d175-5fdf-4083-86e2-81c55c0bf18f,30791708-0b9a-4550-be6c-b3e151659eda,2026-05-15 17:09:59.754448+00:00,association4
7d9e7ccb-8fd4-4aa6-9fff-94239effd082,9dce1303-dc6b-4173-859e-fa53c6bf22ea,33aec33e-2122-401e-9925-9153ed8603ac,fe706556-f68e-46c9-83f4-ed2932336cde,fe706556-f68e-46c9-83f4-ed2932336cde,2026-05-15 16:29:54.971577+00:00,association3
fbe18a47-587f-41d4-8240-1a44115d663f,f2b4c250-4b3e-41f5-b515-5effa6d705ab,9dbee757-702d-4438-b248-6df21b01dc4d,2181449a-2540-43ce-acba-f858c51e01c9,2181449a-2540-43ce-acba-f858c51e01c9,2026-05-15 15:42:43.025954+00:00,association3
106651a1-0d35-4430-84c3-1ea9c55fe050,da59ad47-65a8-40fe-910d-8d8b132b8bef,9b96fc6b-9001-4c80-b3c2-af7eae1804dc,5ca3d175-5fdf-4083-86e2-81c55c0bf18f,9b96fc6b-9001-4c80-b3c2-af7eae1804dc,2026-05-15 14:45:42.972378+00:00,association3
8343e815-3841-4b72-9f32-687509aa9293,1d815a17-0715-4802-bad9-9c8e68193f8c,1a249365-b0be-43f6-990b-6625bd7abbcd,bbcce00a-df6c-4a25-b675-ce2e62237d35,1a249365-b0be-43f6-990b-6625bd7abbcd,2026-05-15 13:34:35.172086+00:00,association3
656c488e-7c65-470a-a099-b1e8286bb14c,7844b17b-5c3c-4b60-9ee1-82f1f1bce7b4,56ce837a-74d5-4d08-b92e-194800760aee,f4dae623-b041-4761-bf64-b3ac773303c0,56ce837a-74d5-4d08-b92e-194800760aee,2026-05-15 13:14:32.730243+00:00,association1
cd1ecd37-0d3a-4934-b14c-e0dfda9264d4,b0b799e3-bcaf-41aa-9e75-95617ac75ce6,fe706556-f68e-46c9-83f4-ed2932336cde,7f0acc8a-05c0-45ec-ad47-648f896c9686,7f0acc8a-05c0-45ec-ad47-648f896c9686,2026-05-15 13:11:57.766346+00:00,association5
70ac696d-2286-4872-b8d6-141e549832d0,1e34b928-8359-47f2-bd62-fc1f0e0b47d8,61ef2d4d-8c67-4a70-a0ea-847d24017440,30791708-0b9a-4550-be6c-b3e151659eda,30791708-0b9a-4550-be6c-b3e151659eda,2026-05-15 12:35:02.901871+00:00,association2
